lulu	1397187
lng	3570
fcx	831259
aph	820313
payx	723531
azo	866787
san	891478
exc	1109357
bsbr	1471055
enph	1463101
hmc	715153
edu	1372920
khc	1637459
cof	927628
stla	1605484
nxpi	1413447
crwd	1535527
bce	718940
e	1002242
kmi	1506307
rop	882835
ctas	723254
tak	1395064
smfg	1022837
tel	1385157
gld	1222333
kmb	55785
msi	68505
aig	5272
mrvl	1835632
syy	96021
wmb	107263
xel	72903
trv	86312
wday	1327811
iqv	1478242
hes	4447
jci	833444
a	1090872
cve	1475260
ajg	354190
wcn	1318220
msci	1408198
gpn	1123360
et	1276187
lyg	1160106
tt	1466258
afl	4977
psx	1534701
hlt	1585689
anet	1596532
o	726728
bf-a	14693
mchp	827054
scco	1001838
ing	1039765
bk	1390777
kr	56873
bbd	1160330
ea	712515
nwg	844150
alb	915913
pru	1137774
rivn	1874178
ed	1047862
bntx	1776985
se	1703399
nio	1736541
dow	1751788
ph	76334
carr	1783180
nue	73309
sbac	1034054
apo	1858681
nem	1164727
peg	788784
rmd	943819
vod	839923
mplx	1552000
imo	49938
mfc	1086888
yum	1041061
twtr	1418091
all	899051
bcs	312069
tdg	1260221
dlr	1297996
wec	783325
ctsh	1058290
spg	1063761
alc	1167379
ttd	1671933
stm	932787
sqm	909037
ifnny	1107457
well	766704
danoy	1048515
bbva	842180
sq	1512673
rost	745732
cpng	1834584
iau	1278680
es	72741
dltr	935703
gfs	1709048
amp	820027
ilmn	1110803
keys	1601046
cmi	26172
ddog	1561550
puk	1116578
wba	1618921
pcar	75362
vrsk	1442145
odfl	878927
biib	875045
pcg	1004980
idxx	874716
otis	1781335
tlk	1001807
cht	1132924
on	1097864
tu	868675
bax	10456
kkr	1404912
hpq	47217
ibkr	1381197
csgp	1057352
lvs	1300514
rok	1024478
dell	1571996
ppery	1461748
dfs	1393612
mfg	1335730
expgy	1376891
dd	1666700
abc	1140859
hcmly	948696
mtd	1037646
avb	915912
ppg	79879
ame	1037868
oke	1039684
gww	277135
baesy	895564
glw	24741
rweoy	939380
wit	1123799
nok	924613
eqr	906107
awk	1410636
gold	756894
dnbby	1498632
fast	815556
li	1791706
iff	51253
cqp	1383650
lcid	1811210
crh	849395
hal	45012
veev	1393052
caixy	1535628
oran	1038143
ebay	1065088
frc	1132979
eix	827052
lyb	1489393
clr	732834
sgen	1060736
tsn	100493
cprt	900075
trow	1113169
ctra	858470
aptv	1521332
stt	93751
rblx	1315098
cbre	1138118
dte	936340
slf	1097362
exr	1289490
zs	1713683
ferg	1832433
fang	1539838
dia	1041130
nu	1691493
wegzy	1445166
hrl	48465
alny	1178670
it	749251
mdy	936958
dhi	882184
zbh	1136869
aee	1002910
epam	1352010
k	55067
siri	908937
fmx	1061736
gmab	1434265
fitb	35527
etr	65984
caj	16988
arzgy	1379235
wy	106535
zm	1585521
fe	1031296
mtb	36270
eric	717826
vwdry	1330306
are	1035443
fnv	1456346
cdw	1402057
ckhuy	1637120
ulta	1403568
ftv	1659166
efx	33185
invh	1687229
ec	1444406
luv	92380
gwlif	850918
zto	1677250
hig	874766
tef	814052
gpc	40987
len	920760
ppl	922224
sivb	719739
dash	1792789
rjf	720005
lnngy	1447629
bkr	1701605
cf	1324404
ccep	1650107
dre	783280
payc	1590955
cm	1045520
net	1477333
wst	105770
tsco	916365
ttm	926042
lgfry	1554394
anss	1013462
lh	920148
yumc	1673358
mro	101778
vmc	1396009
mkc	63754
rf	1281761
codyy	1012037
uri	1067701
tscdy	885834
vici	1705696
dal	27904
rci	733099
fts	1666175
mlm	916076
lyv	1335258
poahy	1450346
pfg	1126328
cnp	1130310
coin	1679788
hban	49196
ste	1757898
pwr	1050915
ir	1699150
mos	1285785
argx	1697862
pba	1546066
cms	811156
aem	2809
vrsn	1014473
mpwr	1280452
mt	1243429
ntrs	73124
moh	1179929
spot	1639920
hei	46619
br	1383312
chd	313927
vtr	740260
maa	912595
agr	1634997
ui	1511737
eqt	33213
algn	1097149
gib	1061574
ptaiy	1455967
atasy	1437775
ix	1070304
db	1159508
qsr	1618756
cah	721371
lpla	1397911
snap	1564408
foxa	1754301
pcrfy	63271
dov	29905
rprx	1802768
wat	1000697
podd	1145197
zi	1794515
jbht	728535
sui	912593
panw	1327567
aes	874761
amcr	1748790
teck	886986
rol	84839
tdy	1094285
bro	79282
bby	764478
anyyy	1700171
elp	1041792
clx	21076
syf	1601712
acgl	947484
ess	920522
holx	859737
plug	1093691
xyl	1524472
flt	1175454
expd	746515
grmn	1121788
pki	31791
mga	749098
fds	1013237
sedg	1419612
dri	940944
hpe	1645590
iclr	1060955
expe	1324424
wab	943452
ts	1190723
tsgty	939383
mtch	891103
lbrda	1611983
bill	1786352
trgp	1389170
swks	4127
tcom	1269238
cnhi	1567094
mdb	1441816
key	91576
bgne	1651308
mkl	1096343
pins	1506293
vfc	103379
cinf	20286
evrg	1711269
cag	23217
mgm	789570
swmay	1011218
chkp	1015922
bmrn	1048477
csl	790051
iex	832101
umc	1033767
zbra	877212
snmry	1437771
wpc	1025378
ctlt	1596783
irm	1020569
cfg	759944
ntap	1002047
ryaay	1038683
hldcy	811250
lnt	352541
j	52988
ato	731802
splk	1353283
trmb	864749
ip	51434
lsxma	1560385
pltr	1321655
aci	1646972
phg	313216
azpn	1897982
dgx	1022079
tw	1758730
incy	879169
tyl	860731
hwm	4281
sjm	91419
rkt	1805284
coo	711404
chwy	1766502
avy	8818
stld	1022671
ttwo	946581
wpm	1323404
sgioy	1281721
smpny	1669414
xpev	1810997
omc	29989
hznp	1492426
lkq	1065696
jrony	1438077
fslr	1274494
hubs	1404655
iep	813762
amh	1562401
tpl	1811074
jkhy	779152
chrw	1043277
avtr	1722482
cpb	16732
peak	765880
wmg	1319161
pcty	1591698
akam	1086222
bio	12208
udr	74208
swk	93556
txt	217346
etsy	1370637
stx	1137789
fmc	37785
nvr	906163
l	60086
ovv	1792580
kb	1445930
twlo	1447669
znh	1041668
ebr	1439124
kmx	1170010
ptc	857005
wolf	895419
ssnc	1402436
ter	97210
prdsy	1527249
viv	1066119
tru	1552033
gnrc	1474735
cpt	906345
kof	910631
pool	945841
ndsn	72331
els	895417
shg	1263043
hst	1070750
ar	1433270
ldos	1336920
frfhf	915191
bxp	1037540
ares	1176948
nice	1003935
cboe	1374310
ctxs	877890
bip	1406234
entg	1101302
bg	1144519
sjr	932872
kim	879101
pkx	889132
cs	1159510
fico	814547
cnttq	1652499
bah	1443646
gddy	1609711
fhn	36966
tech	842023
rgen	730272
pkg	75677
nlok	849399
rcl	884887
ual	100517
cck	1219601
dpz	1286681
atlky	748954
chk	895126
ben	38777
ccl	815097
vst	1692819
dar	916540
emraf	1127248
eqh	1333986
ccj	1009001
glpi	1575965
docu	1261333
abmd	815094
rpm	110621
wdc	106040
hubb	48898
wrb	11544
wtrg	78128
mas	62996
aer	1378789
jxhly	1487533
wlk	1262823
ce	1306830
ni	1111711
wes	1423902
erie	922621
htht	1483994
sna	91440
ssl	314590
ptbry	1504122
asx	1122411
suz	909327
cea	1030475
y	775368
nfe	1749723
bouyy	1445475
grab	1855612
icl	941221
vtrs	1792044
afg	1042046
dt	1773383
fnf	1331875
cg	1527166
tfx	96943
rs	861884
mmp	1126975
has	46080
dqjcy	1446597
xp	1787425
lw	1679273
u	1810806
emn	915389
zshgy	1495686
re	1095073
tap	24545
snn	845982
ggg	42888
ipg	51644
cuk	1125259
nrg	1013871
nmr	1163653
sbny	1288784
mgddy	896076
wso	105016
bki	1627014
ateyy	1158838
bep	1533232
bldr	1316835
bntgy	1533945
cma	28412
ihg	858446
wsm	719955
bj	1531152
ewbc	1069157
cna	21175
ndaq	1120193
tost	1650164
uhal	4457
swav	1642545
h	1468174
lbtya	1570585
qgen	1015820
dbrg	1679688
gl	320335
crl	1100682
dox	1062579
bap	1001290
aap	1158449
wrk	1732845
jhx	1159152
wpp	806968
reg	910606
agl	1831097
lsi	944314
sci	89089
gfl	1780232
nwsa	1564708
mktx	1278021
nlsn	1492633
hsic	1000228
morn	1289419
dks	1089063
bhvn	1689813
nbix	914475
bsy	1031308
czr	1590895
uthr	1082554
teva	818686
fms	1333141
phm	822416
acm	868857
cube	1298675
bbwi	701985
ally	40729
gshn	1639327
armk	1584509
rrx	82811
wms	1604028
lamr	1090425
arcc	1287750
bch	1161125
asxfy	1449003
qrvo	1604778
okta	1660134
lnvgy	932477
app	1751008
tfii	1588823
nvcr	1645113
wsc	1647088
ffiv	1048695
mtn	812011
aeg	769218
ttc	737758
srpt	873303
rexr	1571283
jazz	1232524
car	723612
hii	1501585
zg	1617640
zen	1463172
nly	1043219
tpr	1116132
cday	1725057
dva	927066
glob	1557860
roku	1428439
deck	910521
lumn	18926
lii	1069202
bdnny	1446457
jnpr	1043604
bz	1842827
wfg	1402388
burl	1579298
dish	1001082
zion	109380
aqn	1174169
aal	6201
lu	1816007
hood	1783879
cfr	39263
manh	1056696
kep	887225
eslt	1027664
vivhy	1127055
bwa	908255
gtlb	1653482
dscsy	1671750
lnc	59558
whr	106640
rga	898174
snx	1177394
htz	1657853
paa	1070423
remyy	1552653
dxcm	1093557
rdy	1135951
glpey	1385535
rhi	315213
uso	1327068
flex	866374
pstg	1474432
g	1398659
rrc	315852
cbsh	22356
fnd	1507079
jbl	898293
pnw	764622
ftnt	1262039
adooy	1489079
slvyy	930826
jll	1037976
dbx	1467623
oc	1370946
prymy	1437672
oge	1021635
masi	937556
fcnca	798941
alle	1579241
logi	1032975
knx	1492691
tme	1744676
aos	91142
brkr	1109354
aiz	1267238
leco	59527
mpw	1287865
lea	842162
bsmx	1698287
swch	1710583
unm	5513
pag	1019849
swn	7332
kkoyy	1436794
axon	1069183
alsmy	1062066
fbhs	1519751
midd	769520
mat	63276
jef	96223
otex	1002638
ugi	884614
avlr	1348036
dcp	1338065
estc	1707753
aa	1675149
hrb	12659
tixt	1825155
uelmo	100826
clvt	1764046
cms-pb	201533
casy	726958
run	1469367
chng	1756497
grfs	1438569
oln	74303
pso	938323
agco	880266
olpx	1868726
achc	1520697
aseky	1450206
uhs	352915
skm	1015650
nxst	1142417
frt	34903
ymm	1838413
dlo	1846832
nnn	751364
celh	1341766
cold	1455863
seic	350894
pfgc	1618673
chdn	20212
wal	1212545
clf	764065
miufy	1447113
five	1177609
bsac	1027552
pcor	1611052
see	1012100
ggb	1073404
ivz	914208
path	1734722
pac	1347557
jpxgy	1600520
adt	1703056
gtls	892553
cgnx	851205
pen	1321732
dkng	1883685
s	1583708
dlb	1308547
lad	1023128
pnr	77360
mdiby	1379481
ttek	831641
che	19584
stor	1538990
elan	1739104
rba	1046102
ogn	1821825
ohi	888491
nwl	814453
bery	1378992
krtx	1771917
mtdr	1520006
an	350698
mtlhy	1446418
cflt	1699838
musa	1573516
vips	1529192
cacc	885550
lscc	855658
gfi	1172724
stwd	1465128
xray	818479
rkuny	1294591
bili	1723690
nep	1603145
wynn	1174922
nov	1021860
exas	1124140
gpk	1408075
dxc	1688568
bepc	1791863
cpri	1530721
levi	94845
voya	1535929
afrm	1820953
kbr	1357615
isday	1224306
rl	1037038
wex	1309108
arw	7536
cib	1071371
rnr	913144
xm	1747748
mhk	851968
yndx	1513845
wcc	929008
atr	896622
osh	1564406
sbsw	1786909
pii	931015
csan	1430162
sbs	1170858
fr	921825
ions	874015
mssmy	1710864
usfd	1665918
futu	1754581
pdce	77877
legn	1801198
crcby	1553915
egp	49600
edr	1766363
iot	1642896
roll	1324948
cien	936395
asr	1123452
clh	822818
oukpy	1436786
ori	74260
chh	1046311
st	1477294
dseey	1481045
nfg	70145
alv	1034670
cabo	1632127
pb	1068851
apls	1492422
caci	16058
dci	29644
coty	1024305
cvna	1690820
cnxc	1803599
airc	1820877
gmed	1237831
ppc	802481
thc	70318
gntx	355811
mur	717423
eme	105634
txrh	1289460
hog	793952
dnb	1799208
gil	1061894
bpop	763901
nclh	1513761
itt	216228
brx	1581068
wh	1722684
pnfp	1115055
bokf	875357
trq	1158041
shlx	1610466
docs	1516513
uwmc	1783398
fybr	20520
sf	720672
son	91767
mtz	15615
kt	892450
accyy	1049183
vac	1524358
phi	78150
slv	1330568
rgld	85535
infa	1868778
byd	906553
agnc	1423689
mdu	67716
qlys	1107843
asnd	1612042
dooo	1748797
ffin	36029
cybr	1598110
wf	1264136
gh	1576280
chpt	1777393
halo	1159036
irdm	1418819
hqy	1428336
onon	1858985
vmi	102729
reyn	1786431
wwd	108312
exls	1297989
dsgx	1050140
opch	1014739
rcm	1910851
mndy	1845338
xpo	1166003
adc	917251
fivn	1288847
cw	26324
nvst	1757073
lyft	1759509
fsk	1422183
wu	1365135
lnth	1521036
krc	1025996
ash	1674862
plnt	1637207
alk	766421
sndl	1766600
mp	1801368
hun	1307954
timb	1826168
snv	18349
hcp	1720671
cccs	1818201
tx	1342874
iac	1800227
lite	1633978
sm	893538
ayi	1144215
nvt	1720635
skx	1065837
lthm	1742924
axta	1616862
knsl	1669162
rh	1528849
cx	1076378
gbci	868671
ssb	764038
cae	1173382
dtm	1842022
insp	1609550
au	1067428
dds	28917
pycr	1839439
ccoey	1551467
gwre	1528396
bld	1633931
drvn	1804745
civi	1509589
ingr	1046257
lstr	853816
bc	14930
x	1163302
ida	1057877
crsp	1674416
flo	1128928
cc	1627223
tmbby	1531740
fsv	1637810
post	1530950
faf	1472787
lfus	889331
cr	25445
synh	1610950
dava	1656081
exel	939767
ora	1296445
stag	1479094
medp	1668397
hli	1302215
tpx	1206264
prgo	1585364
saic	1571123
fcn	887936
ozk	1569650
osk	775158
stn	1131383
trex	1069878
tmx	1428875
nati	935494
gxo	1852244
w	1616707
coup	1385867
slab	1038074
wwe	1091907
penn	921738
slgn	849869
mksi	1049502
tol	794170
lhcg	1303313
pags	1712807
saia	1177702
nyt	71691
amg	1004434
lysdy	1444327
vno	899689
tdoc	1477449
tnet	937098
src	1308606
site	1650729
hxl	717605
amn	1142750
bncdy	1667075
zlab	1704292
enlc	1592000
ntnx	1618732
ehc	785161
glbe	1835963
vvv	1674910
orcc	1655888
hp	46765
pri	1475922
amc	1411579
rli	84246
cigi	913353
bwxt	1486957
sim	887153
tkr	98362
sgfy	1828182
cade	1299939
swx	1692115
m	794367
bkh	1130464
am	1623925
ryn	52827
crk	23194
sofi	1818874
ubsi	729986
wtfc	1015328
leg	58492
vrt	1674101
tsem	928876
oled	1005284
sigi	230557
expo	851520
qs	1811414
bxmt	1061630
asgn	890564
hgv	1674168
mfa	1055160
embk	1827980
smar	1366561
ivr	1437071
spwr	867773
thg	944695
stvn	1849853
rog	84748
rhp	1040829
ntla	1652130
tgna	39899
docn	1582961
vly	714310
asai	1834048
jscpy	1449005
bmbl	1830043
colm	1050797
iaa	1745041
msa	66570
lanc	57515
jsgry	1442656
irtc	1388658
lpx	60519
ntra	1604821
ipgp	1111928
exp	918646
ensg	1125376
gds	1526125
asan	1477720
be	1664703
nvei	1765159
adrzy	1436467
novt	1076930
srcl	861878
eeft	1029199
ryan	1849253
dq	1477641
cmc	22444
mtg	876437
dv	1819928
aqua	1604643
esi	1590714
cytk	1061983
dna	1830214
lkncy	1767582
por	784977
prva	1759655
axs	1214816
mrtx	1576263
trno	1476150
phys	1477049
ufpi	912767
crox	1334036
omf	1584207
amkr	1047127
ayx	1689923
bkgfy	1447137
sfbs	1430723
nycb	910073
staa	718937
chx	1723089
bak	1071438
wen	30697
cwen	1567683
wts	795403
slm	1032033
alit	1809104
spsc	1092699
mgy	1698990
mituy	1446420
val	314808
ntco	1776967
gbt	1629137
den	945764
ubsfy	1446702
eva	1592057
pltk	1828016
cere	1805387
wbs	801337
hwc	750577
njr	356309
ogs	1587732
unvr	1494319
esnt	1448893
algm	866291
cig	1157557
umbf	101382
cwst	911177
shc	1822479
tenb	1660280
auy	1264089
nsa	1618563
msm	1003078
tho	730263
syna	817720
psn	275880
azihy	1533475
bpmc	1597264
seb	88121
irt	1466085
mq	1522540
he	354707
cpg	1545851
kgc	701818
pinc	1577916
ftch	1740915
crus	772406
athm	1527636
shop	1594805
wb	1595761
seas	1564902
bxsl	1736035
rng	1384905
aso	1817358
bcpc	9326
kex	56047
wns	1356570
wix	1576789
frsh	1544522
cbt	16040
fti	1681459
etrn	1747009
krg	1286043
wtm	776867
bl	1666134
coke	317540
is	1837430
vet	1293135
wing	1636222
nsp	1000753
powi	833640
erf	1126874
twks	1866550
itci	1567514
ab	825313
pnm	1108426
curlf	1756770
atus	1702780
sam	949870
four	1794669
mxchy	1435969
cuz	25232
iart	917520
trtn	1660734
r	85961
owl	1823945
jhg	1274173
ait	109563
hae	313143
kss	885639
al	1487712
box	1372612
nari	1531048
sndr	1692063
bfam	1437578
avt	8858
cnm	1856525
act	1823529
fele	38725
lpl	1290109
awi	7431
ncr	70866
ptcay	1547873
fizz	69891
ihcpf	1508633
ati	1018963
mtsi	1493594
mant	892537
newr	1448056
man	871763
woof	1826470
bhf	1685040
amrc	1488139
pvh	78239
dnp	806628
alks	1520262
tfsl	1381668
altr	1701732
azta	933974
sji	91928
amed	896262
duol	1562088
beam	1745999
homb	1331520
umpq	1077771
cnx	1070412
fnb	37808
fcfs	840489
lac	1440972
fn	1408710
pgny	1551306
becn	1124941
peco	1476204
uaa	1336917
msgs	1636519
laz	1311370
flr	1124198
ptct	1070081
fl	850209
txg	1770787
atkr	1666138
esgr	1363829
zim	1654126
ebc	1810546
gt	42582
evo	1412558
mms	1032220
ay	1601072
hgty	1840776
dnli	1714899
rdn	890926
fls	30625
oaofy	1058255
grp-un	1564538
dei	1364250
tndm	1438133
atco	1794846
eurn	1604481
calx	1406666
golf	1672013
foxf	1424929
pbf	1534504
hhc	1498828
ssd	920371
igt	1619762
aple	1418121
indb	776901
txmd	25743
slfpy	1370418
icui	883984
arwr	879407
zd	1084048
sr	1126956
crc	1609253
pwsc	1835681
bcucy	1581285
fix	1035983
ccxi	1340652
ncno	1902733
bipc	1788348
btg	1429937
ambp	1845097
tnl	1361658
abcm	1492074
evr	1360901
tal	1499620
vc	1111335
trip	1526520
mmyt	1495153
apg	1796209
doc	1574540
axnx	1603756
evh	1628908
avnt	1122976
vnt	1786842
abg	1144980
cef	1726122
ajrd	40888
vlpny	1378984
go	1771515
chffy	1601994
mli	89439
sid	1049659
gps	39911
tv	912892
dfihy	871459
joby	1819848
irdey	1530256
cvbf	354647
olli	1639300
qdel	1906324
tdc	816761
ucbi	857855
hr	1360604
cns	1284812
sem	1320414
envx	1828318
wk	1445305
onto	704532
brp	1781755
alrm	1459200
nea	1195737
viav	912093
gatx	40211
mmsi	856982
bsm	1621434
bb	1070235
pk	1617406
alsn	1411207
hri	1364479
appf	1433195
cbu	723188
pton	1639825
paas	771992
hasi	1561894
ale	66756
mnmd	1813814
esmt	1863105
coop	933136
spt	1517375
gsat	1366868
fhb	36377
sun	1552275
lope	1434588
dy	67215
gtes	1718512
pten	889900
sum	1621563
twnk	1644406
knbe	1664998
ful	39368
bku	1504008
brze	1676238
awr	1056903
smci	1375365
appn	1441683
unf	717954
cvi	1376139
onem	1404123
sauhy	1451279
arlp	1086600
inst	1841804
ago	1273813
zws	1439288
pega	1013857
cwk	1628369
nova	1772695
abcb	351569
aur	1828108
fhi	1056288
frhc	924805
ael	1039828
asmvy	1447945
glpg	1421876
cwt	1035201
pfsi	1745916
eqc	803649
delky	1361371
gef	43920
wd	1497770
cpa	1345105
abit	1095146
sxt	310142
egfey	1437178
sfm	1575515
banf	760498
aeis	927003
dufry	1546354
srad	1836470
wsfs	828944
pacw	1102112
cd	1807192
we	1813756
hiw	921082
epr	1045450
caty	861842
chgg	1364954
sbra	1492298
boh	46195
sqsp	1496963
aval	1504764
lfst	1845257
yeti	1670592
lazr	1758057
aaon	824142
bzzuy	1437774
rpd	1560327
vsbc	1697884
pch	1338749
cri	1060822
mcw	1853513
vrns	1361113
adnt	1670541
smg	825542
neu	1282637
kos	1509991
jbt	1433660
rare	1515673
slg	1040971
abcl	1703057
asb	7789
kwr	81362
tcbi	1077428
mrvi	1823239
bnl	1424182
nni	1258602
nomd	1651717
sanm	897723
jxn	1822993
pegry	1455633
hbi	1359841
bowl	1840572
glng	1207179
matx	3453
ottr	1466593
diod	29002
iijiy	1090633
kmpr	860748
tkc	1071321
sky	90896
ppbi	1028918
nwe	73088
sig	832988
rezi	1740332
livn	1639691
ssrm	921638
alhc	1832466
pzza	901491
cort	1088856
vsco	1856437
btu	1064728
jks	1481513
fbp	1057706
stne	1745431
fold	1178879
smpl	1702744
eye	1710155
bdc	913142
gpi	1031203
nsit	932696
cwan	1866368
ava	104918
spr	1364885
pslv	1494728
psec	1287032
cvet	1752836
lcii	763744
hi	1417398
agi	1178819
taipy	1716957
rnw	1848763
ypf	904851
sgml	1848309
vicr	751978
mntk	1826600
dbc	1328237
tmhc	1562476
jwn	72333
nhi	877860
xrx	1770450
calm	16160
ofc	860546
btegf	1279495
ulcc	1670076
insm	1104506
tcn	1584425
vsat	797721
ugp	1094972
lspd	1823306
ibtx	1564618
aaww	1135185
nvg	1090116
flyw	1580560
impjy	1437538
jbgs	1689796
kfy	56679
cxm	1569345
cvt	1827075
lbrt	1694028
acad	1070494
xmtr	1657573
nad	1083839
onb	707179
jamf	1721947
bhc	885590
out	1579877
rmbs	917273
main	1396440
lxp	910108
abm	771497
nvmi	1109345
vsh	103730
omab	1378239
azek	1782754
mgee	1161728
vir	1706431
env	1337619
ghc	104889
bmi	9092
iq	1722608
fsr	1720990
hpk	1792849
cnmd	816956
aca	1739445
cpe	928022
ggal	1114700
mth	833079
jjsf	785956
hlf	1180262
fro	913290
mrcy	1049521
meoh	886977
crvl	874866
sitc	894315
si	1312109
eprt	1728951
arnc	1790982
mxl	1288469
ngvt	1653477
wern	793074
dorm	868780
hele	916789
trup	1371285
mc	1596967
whd	1699136
gkos	1192448
iboc	315709
ens	1289308
arry	1820721
sfnc	90498
fwrd	912728
sgry	1638833
mlco	1381640
shls	1831651
hrmy	1802665
dkl	1552797
hubg	940942
open	1801169
hlne	1433642
stng	1483934
eqrx	1843762
bco	78890
ain	819793
root	1788882
uilcy	1449580
spxc	88205
nog	1104485
vnom	1602065
klic	56978
rlay	1812364
fult	700564
gtbif	1795139
arvn	1655759
vrrm	1682745
pbh	1295947
abr	1253986
plxs	785786
rklb	1819994
rusha	1012019
yelp	1345016
gdrx	1809519
wdfc	105132
mog-a	67887
aciw	935036
ibrx	1326110
enic	1659939
wor	108516
ibp	1580905
csiq	1375877
jblu	1158463
pdco	891024
mstr	1050446
mgpi	835011
tac	1144800
fun	811532
ccoi	1158324
ahco	1725255
fibk	860413
amr	1704715
aub	883948
roiv	1635088
cbrl	1067294
stem	1758766
lesl	1821806
arch	1037676
virt	1592386
kw	1408100
vrnt	1166388
simo	1329394
ozon	1822829
inmd	1742692
exg	1379438
pagp	1581990
ifs	1615903
sfrgy	1571549
nuva	1142596
utf	1275617
save	1498710
unfi	1020859
sho	1295810
fate	1434316
comm	1517228
ipar	822663
blkb	1280058
focs	1651052
nvax	1000694
ths	1320695
evtc	1559865
pcrx	1396814
ntct	1078075
cert	1827090
kbh	795266
sage	1597553
spb	109177
kd	1867072
lth	1869198
aimc	1374535
wire	850460
bcrx	882796
manu	1549107
fss	277509
ax	1299709
avav	1368622
brfs	1122491
iba	1044896
hayw	1834622
amba	1280263
hcm	1648257
axsm	1579428
thnpy	1792045
rrr	1653653
ameh	1083446
ping	1679826
tex	97216
shoo	913241
lfg	1823766
ceix	1710366
ttec	1013880
peb	1474098
tr	98677
cno	1224608
colb	887343
cvlt	1169561
evcm	1853145
bpxxy	1567024
cixx	1829948
wfrd	1603923
ihs	1876183
gcp	1644440
clbk	1723596
usm	821130
trn	99780
bcc	1328581
gbdc	1476765
agti	1749704
pi	1114995
rxrx	1601830
cbz	944148
zgn	1877787
nex	1688476
qtwo	1410384
itri	780571
prft	1085869
yumm	1073748
bldp	1453015
cpk	19745
vzio	1835591
csq	1275214
rig	1451505
zip	1617553
albky	902102
rxdx	1718852
prmw	884713
verx	1806837
tcnnf	1754195
brc	746598
orc	1518621
wsbc	203596
plmr	1761312
qfin	1741530
navi	1593538
upwk	1627475
fa	1210677
nmrk	1690680
nkla	1731289
ken	1611005
utz	1739566
iosp	1054905
cmtg	1666291
scl	94049
oi	812074
yy	1530238
lgf-a	929351
nxe	1698535
sabr	1597033
joe	745308
frme	712534
payo	1845815
gme	1326380
hl	719413
sblk	1386716
iipr	1677576
form	1039399
itcb	1276671
nvee	1532961
